run_dir,result_file,w_lpm,w_volatility,w_cost,delta_h,gamma,timesteps,lpm_target,h_min,h_max,n_scenarios,sac_mean_pnl,naive_mean_pnl,diff_mean_pnl_vs_naive,sac_es95,naive_es95,diff_es95_vs_naive,sac_he,naive_he,diff_he_vs_naive,mean_h_diagnostic,turnover_h,flag_mean_pnl_better_than_naive,flag_es95_better_than_naive,flag_he_better_than_naive,flags_total,rank_score
rl_outputs/sac_portfolio_lpm/opec_sac_lpm3aware_ROLL_T2000_train2.0y_val6.0m_test6.0m_hmin0.0_hmax1.25_dh0.02_wLPM0.45_wVOL0.35_wCOST0.2_tau0.0001,rl_outputs/sac_portfolio_lpm/opec_sac_lpm3aware_ROLL_T2000_train2.0y_val6.0m_test6.0m_hmin0.0_hmax1.25_dh0.02_wLPM0.45_wVOL0.35_wCOST0.2_tau0.0001/results_all_windows.csv,0.45,0.35,0.2,0.02,,2000,0.0001,0.0,1.25,50652,261966.4732891101,251676.30192371484,10290.171365395248,-6694574.732660876,-6653209.414350571,-41365.318310304545,0.7877177621773432,0.7943924975112011,-0.0066747353338578,0.9802786045281212,0.203476958298677,True,False,False,1,62.0
rl_outputs/sac_portfolio_lpm/opec_sac_lpm3aware_ROLL_T2000_train2.0y_val6.0m_test6.0m_hmin0.0_hmax1.25_dh0.02_wLPM0.45_wVOL0.35_wCOST0.2_tau0.0001,rl_outputs/sac_portfolio_lpm/opec_sac_lpm3aware_ROLL_T2000_train2.0y_val6.0m_test6.0m_hmin0.0_hmax1.25_dh0.02_wLPM0.45_wVOL0.35_wCOST0.2_tau0.0001/results_all_windows.csv,0.45,0.35,0.2,0.02,0.995,2000,0.0001,0.0,1.25,50652,261966.4732891101,251676.30192371484,10290.171365395248,-6694574.732660876,-6653209.414350571,-41365.318310304545,0.7877177621773432,0.7943924975112011,-0.0066747353338578,0.9802786045281212,0.203476958298677,True,False,False,1,62.0
rl_outputs/sac_portfolio_lpm/opec_sac_lpm3aware_ROLL_T50000_train2.0y_val6.0m_test6.0m_hmin0.0_hmax1.25_dh0.02_wLPM0.45_wVOL0.35_wCOST0.2_tau0.0005,rl_outputs/sac_portfolio_lpm/opec_sac_lpm3aware_ROLL_T50000_train2.0y_val6.0m_test6.0m_hmin0.0_hmax1.25_dh0.02_wLPM0.45_wVOL0.35_wCOST0.2_tau0.0005/results_all_windows.csv,0.45,0.35,0.2,0.02,0.995,50000,0.0005,0.0,1.25,50652,206309.0943109849,251676.30192371484,-45367.20761272998,-6919453.5218120795,-6653209.414350571,-266244.10746150836,0.7985981546553106,0.7943924975112011,0.0042056571441094,0.8925269378237638,0.3184920532386667,False,False,True,1,73.0
rl_outputs/sac_portfolio_lpm/opec_sac_lpm3aware_ROLL_T50000_train2.0y_val6.0m_test6.0m_hmin0.0_hmax1.25_dh0.02_wLPM0.45_wVOL0.35_wCOST0.2_tau0.0,rl_outputs/sac_portfolio_lpm/opec_sac_lpm3aware_ROLL_T50000_train2.0y_val6.0m_test6.0m_hmin0.0_hmax1.25_dh0.02_wLPM0.45_wVOL0.35_wCOST0.2_tau0.0/results_all_windows.csv,0.45,0.35,0.2,0.02,0.995,50000,0.0,0.0,1.25,50652,323355.516169944,251676.30192371484,71679.21424622918,-6887755.857615475,-6653209.414350571,-234546.4432649035,0.7799839773257553,0.7943924975112011,-0.0144085201854458,0.9174509884010194,0.3389401630659573,True,False,False,1,75.0
rl_outputs/sac_portfolio_lpm/opec_sac_lpm3aware_ROLL_T50000_train2.0y_val6.0m_test6.0m_hmin0.0_hmax1.25_dh0.02_wLPM0.45_wVOL0.35_wCOST0.2_tau0.01,rl_outputs/sac_portfolio_lpm/opec_sac_lpm3aware_ROLL_T50000_train2.0y_val6.0m_test6.0m_hmin0.0_hmax1.25_dh0.02_wLPM0.45_wVOL0.35_wCOST0.2_tau0.01/results_all_windows.csv,0.45,0.35,0.2,0.02,0.995,50000,0.01,0.0,1.25,50652,204128.01755192297,251676.30192371484,-47548.28437179187,-6942894.847939202,-6653209.414350571,-289685.4335886305,0.7977147417752024,0.7943924975112011,0.0033222442640012,0.9207912694742196,0.3196069769398421,False,False,True,1,78.0
rl_outputs/sac_portfolio_lpm/opec_sac_lpm3aware_ROLL_T50000_train2.0y_val6.0m_test6.0m_hmin0.0_hmax1.25_dh0.02_wLPM0.45_wVOL0.35_wCOST0.2_tau0.0001,rl_outputs/sac_portfolio_lpm/opec_sac_lpm3aware_ROLL_T50000_train2.0y_val6.0m_test6.0m_hmin0.0_hmax1.25_dh0.02_wLPM0.45_wVOL0.35_wCOST0.2_tau0.0001/results_all_windows.csv,0.45,0.35,0.2,0.02,0.995,50000,0.0001,0.0,1.25,50652,323488.76618968666,251676.30192371484,71812.46426597182,-7081243.59508093,-6653209.414350571,-428034.1807303587,0.7742226928499276,0.7943924975112011,-0.0201698046612734,0.918341230465356,0.3251864453635725,True,False,False,1,79.0
rl_outputs/sac_portfolio_lpm/opec_sac_lpm3aware_ROLL_T2000_train2.0y_val6.0m_test6.0m_hmin0.0_hmax1.25_dh0.2_wLPM0.45_wVOL0.35_wCOST0.2_tau0.0,rl_outputs/sac_portfolio_lpm/opec_sac_lpm3aware_ROLL_T2000_train2.0y_val6.0m_test6.0m_hmin0.0_hmax1.25_dh0.2_wLPM0.45_wVOL0.35_wCOST0.2_tau0.0/results_all_windows.csv,0.45,0.35,0.2,0.2,0.995,2000,0.0,0.0,1.25,50652,376901.50428492465,251676.30192371484,125225.2023612098,-9974448.386142911,-6653209.414350571,-3321238.971792342,0.5788726076503055,0.7943924975112011,-0.2155198898608956,0.7544365500325118,1.9337242224924829,True,False,False,1,90.0
rl_outputs/sac_portfolio_lpm/opec_sac_lpm3aware_ROLL_T2000_train2.0y_val6.0m_test6.0m_hmin0.0_hmax1.25_dh0.2_wLPM0.45_wVOL0.35_wCOST0.2_tau0.0001,rl_outputs/sac_portfolio_lpm/opec_sac_lpm3aware_ROLL_T2000_train2.0y_val6.0m_test6.0m_hmin0.0_hmax1.25_dh0.2_wLPM0.45_wVOL0.35_wCOST0.2_tau0.0001/results_all_windows.csv,0.45,0.35,0.2,0.2,0.995,2000,0.0001,0.0,1.25,50652,351517.95082208,251676.30192371484,99841.64889836518,-9953491.850011842,-6653209.414350571,-3300282.435661271,0.5799604687841897,0.7943924975112011,-0.2144320287270114,0.7561986749464747,2.0079039187547494,True,False,False,1,93.0
rl_outputs/sac_portfolio_lpm/opec_sac_lpm3aware_ROLL_T2000_train2.0y_val6.0m_test6.0m_hmin0.0_hmax1.25_dh0.2_wLPM0.45_wVOL0.35_wCOST0.2_tau0.0005,rl_outputs/sac_portfolio_lpm/opec_sac_lpm3aware_ROLL_T2000_train2.0y_val6.0m_test6.0m_hmin0.0_hmax1.25_dh0.2_wLPM0.45_wVOL0.35_wCOST0.2_tau0.0005/results_all_windows.csv,0.45,0.35,0.2,0.2,0.995,2000,0.0005,0.0,1.25,50652,325389.36478401645,251676.30192371484,73713.06286030161,-10052176.498022107,-6653209.414350571,-3398967.0836715363,0.5882306443818942,0.7943924975112011,-0.2061618531293069,0.7660739784581527,1.9786538198976549,True,False,False,1,94.0
rl_outputs/sac_portfolio_lpm/opec_sac_lpm3aware_ROLL_T2000_train2.0y_val6.0m_test6.0m_hmin0.0_hmax1.25_dh0.2_wLPM0.45_wVOL0.35_wCOST0.2_tau0.01,rl_outputs/sac_portfolio_lpm/opec_sac_lpm3aware_ROLL_T2000_train2.0y_val6.0m_test6.0m_hmin0.0_hmax1.25_dh0.2_wLPM0.45_wVOL0.35_wCOST0.2_tau0.01/results_all_windows.csv,0.45,0.35,0.2,0.2,0.995,2000,0.01,0.0,1.25,50652,365839.29686962033,251676.30192371484,114162.99494590548,-10101301.960248716,-6653209.414350571,-3448092.545898145,0.5683440171293943,0.7943924975112011,-0.2260484803818068,0.7286202992376457,1.9438697049818616,True,False,False,1,95.0
